title,name,case_maf,ctrl_maf,direction,effect_size,function_class,function_score,gf0,gf2,maf,population_attributable_risk,pos,sites_removal,variant_class
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,77.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,84.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00118032,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,94.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,102.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00123360,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,106.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00000000,False,r
Kryukov2009European1800,R1,3.23428244637e-05,2.15621913677e-05,d,1.5,ns,113.0,0.99995666047,4.695889e-10,2.167e-05,2.16695304314e-05,0.00080727,False,r
Kryukov2009European1800,R1,6.62684639724e-06,4.4179105449e-06,d,1.5,ns,115.0,0.99999112002,1.97136e-11,4.44e-06,4.43998028659e-06,0.00569143,False,r
Kryukov2009European1800,R1,1.90744671777e-05,1.2716418715e-05,d,1.5,ns,118.0,0.999974440163,1.633284e-10,1.278e-05,1.27798366758e-05,0.00144115,False,r
Kryukov2009European1800,R1,2.73578804569e-05,1.8238807625e-05,d,1.5,ns,122.0,0.999963340336,3.359889e-10,1.833e-05,1.83296640234e-05,0.00663952,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,125.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00358856,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,127.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.02211100,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,129.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,130.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00553579,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,131.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00506525,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,134.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.00070663,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,136.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00004738,False,r
Kryukov2009European1800,R1,1.49252753628e-05,9.95024924877e-06,d,1.5,ns,137.0,0.9999800001,1e-10,1e-05,9.99990000195e-06,0.01512440,False,r
Kryukov2009European1800,R1,3.98052747237e-05,2.65373169364e-05,d,1.5,ns,138.0,0.999946660711,7.112889e-10,2.667e-05,2.6669288749e-05,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,139.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00841067,False,r
Kryukov2009European1800,R1,6.62684639724e-06,4.4179105449e-06,d,1.5,ns,142.0,0.99999112002,1.97136e-11,4.44e-06,4.43998028659e-06,0.02332390,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,143.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00007734,False,r
Kryukov2009European1800,R1,6.46698062046e-05,4.31144371085e-05,d,1.5,ns,145.0,0.999913341877,1.8774889e-09,4.333e-05,4.33281226738e-05,0.00038246,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,146.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,0.00120416938779,0.00080320718968,d,1.5,ns,153.0,0.998386211604,6.516041284e-07,0.00080722,0.000806569446575,0.00542000,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,158.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.823865997e-05,1.21592047157e-05,d,1.5,ns,160.0,0.999975560149,1.493284e-10,1.222e-05,1.22198506752e-05,0.00082892,False,r
Kryukov2009European1800,R1,9.11936648473e-06,6.07960217386e-06,d,1.5,ns,161.0,0.999987780037,3.73321e-11,6.11e-06,6.10996266829e-06,0.00040278,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,174.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.03284680,False,r
Kryukov2009European1800,R1,2.9850355187e-05,1.99004994826e-05,d,1.5,ns,175.0,0.9999600004,4e-10,2e-05,1.9999600016e-05,0.00000000,False,r
Kryukov2009European1800,R1,9.11936648473e-06,6.07960217386e-06,d,1.5,ns,176.0,0.999987780037,3.73321e-11,6.11e-06,6.10996266829e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.07760684361e-05,7.18407985867e-06,d,1.5,ns,183.0,0.999985560052,5.21284e-11,7.22e-06,7.21994787232e-06,0.00470329,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,184.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.1611881119e-05,7.74129383047e-06,d,1.5,ns,191.0,0.999984440061,6.05284e-11,7.78e-06,7.77993947257e-06,0.05111300,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,192.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,4.97013841178e-06,3.31343289034e-06,d,1.5,ns,202.0,0.999993340011,1.10889e-11,3.33e-06,3.32998891114e-06,0.00175697,False,r
Kryukov2009European1800,R1,5.63866642211e-05,3.75920468315e-05,d,1.5,ns,205.0,0.999924441427,1.4273284e-09,3.778e-05,3.77785727794e-05,0.00157793,False,r
Kryukov2009European1800,R1,5.80595535427e-06,3.87064684071e-06,d,1.5,ns,207.0,0.999992220015,1.51321e-11,3.89e-06,3.88998486802e-06,0.00491156,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,214.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.03237350,False,r
Kryukov2009European1800,R1,9.11936648473e-06,6.07960217386e-06,d,1.5,ns,216.0,0.999987780037,3.73321e-11,6.11e-06,6.10996266829e-06,0.00000000,False,r
Kryukov2009European1800,R1,2.2387839717e-05,1.49253742425e-05,d,1.5,ns,222.0,0.999970000225,2.25e-10,1.5e-05,1.49997750067e-05,0.00000000,False,r
Kryukov2009European1800,R1,0.000138469196342,9.23184503606e-05,d,1.5,ns,226.0,0.999814448608,8.6081284e-09,9.278e-05,9.27713934687e-05,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,234.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.03026050,False,r
Kryukov2009European1800,R1,1.24327679782e-05,8.28855755564e-06,d,1.5,ns,235.0,0.999983340069,6.93889e-11,8.33e-06,8.32993061224e-06,0.00000000,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,243.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.09942030,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,244.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00000000,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,252.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00145790,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,254.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,256.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,258.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00597568,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,263.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.01084640,False,r
Kryukov2009European1800,R1,1.57610850016e-05,1.05074632359e-05,d,1.5,ns,264.0,0.999978880112,1.115136e-10,1.056e-05,1.05598884888e-05,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,272.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.03007500,False,r
Kryukov2009European1800,R1,3.73128217739e-05,2.48756249691e-05,d,1.5,ns,278.0,0.999950000625,6.25e-10,2.5e-05,2.49993750313e-05,0.00066711,False,r
Kryukov2009European1800,R1,3.06861538755e-05,2.04577135249e-05,d,1.5,ns,279.0,0.999958880423,4.227136e-10,2.056e-05,2.05595773037e-05,0.00000000,False,r
Kryukov2009European1800,R1,1.24327679782e-05,8.28855755564e-06,d,1.5,ns,286.0,0.999983340069,6.93889e-11,8.33e-06,8.32993061224e-06,0.00000000,False,r
Kryukov2009European1800,R1,4.89243225768e-05,3.26169207156e-05,d,1.5,ns,290.0,0.999934441075,1.0745284e-09,3.278e-05,3.2778925542e-05,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,302.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,306.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00016908,False,r
Kryukov2009European1800,R1,4.97013841178e-06,3.31343289034e-06,d,1.5,ns,307.0,0.999993340011,1.10889e-11,3.33e-06,3.32998891114e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.32685794456e-05,8.84577153354e-06,d,1.5,ns,309.0,0.999982220079,7.90321e-11,8.89e-06,8.88992096934e-06,0.00008735,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,310.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00399865,False,r
Kryukov2009European1800,R1,0.00023712457396,0.00015809962684,d,1.5,ns,322.0,0.999682245246,2.52460321e-08,0.00015889,0.000158864761989,0.00327199,False,r
Kryukov2009European1800,R1,9.11936648473e-06,6.07960217386e-06,d,1.5,ns,323.0,0.999987780037,3.73321e-11,6.11e-06,6.10996266829e-06,0.00004104,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,326.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00346994,False,r
Kryukov2009European1800,R1,7.46266212415e-06,4.97512450132e-06,d,1.5,ns,327.0,0.999990000025,2.5e-11,5e-06,4.99997500028e-06,0.00383899,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,328.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00703425,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,335.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00024171,False,r
Kryukov2009European1800,R1,4.5611027217e-05,3.04079647991e-05,d,1.5,ns,340.0,0.999938880934,9.339136e-10,3.056e-05,3.05590661435e-05,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,346.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,1.32685794456e-05,8.84577153354e-06,d,1.5,ns,347.0,0.999982220079,7.90321e-11,8.89e-06,8.88992096934e-06,0.00592133,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,352.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.00000000,False,r
Kryukov2009European1800,R1,0.00650873847259,0.0043516663509,d,1.5,ns,356.0,0.991272466015,1.91260152889e-05,0.00437333,0.00435437018399,0.00052105,False,r
Kryukov2009European1800,R1,0.0001600186119,0.00010668662379,d,1.5,ns,358.0,0.999785571496,1.14961284e-08,0.00010722,0.000107208506336,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,361.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00693981,False,r
Kryukov2009European1800,R1,0.00026199972124,0.000174686718979,d,1.5,ns,370.0,0.999648910821,3.08213136e-08,0.00017556,0.000175529189505,0.00050232,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,380.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.00409856,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,388.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00463615,False,r
Kryukov2009European1800,R1,1.07760684361e-05,7.18407985867e-06,d,1.5,ns,389.0,0.999985560052,5.21284e-11,7.22e-06,7.21994787232e-06,0.00013117,False,r
Kryukov2009European1800,R1,6.62684639724e-06,4.4179105449e-06,d,1.5,ns,392.0,0.99999112002,1.97136e-11,4.44e-06,4.43998028659e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.57610850016e-05,1.05074632359e-05,d,1.5,ns,405.0,0.999978880112,1.115136e-10,1.056e-05,1.05598884888e-05,0.00000000,False,r
Kryukov2009European1800,R1,8.954871921e-05,5.97015102695e-05,d,1.5,ns,406.0,0.9998800036,3.6e-09,6e-05,5.99964004319e-05,0.00013805,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,411.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,412.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00047624,False,r
Kryukov2009European1800,R1,9.45184669602e-05,6.30149451283e-05,d,1.5,ns,418.0,0.999873344011,4.0106889e-09,6.333e-05,6.33259898191e-05,0.00077861,False,r
Kryukov2009European1800,R1,5.30733905646e-05,3.53830908057e-05,d,1.5,ns,419.0,0.999928881265,1.2645136e-09,3.556e-05,3.55587355764e-05,0.00200185,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,425.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.01098590,False,r
Kryukov2009European1800,R1,1.40894651113e-05,9.39303526487e-06,d,1.5,ns,427.0,0.999981120089,8.91136e-11,9.44e-06,9.43991088811e-06,0.00646784,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,433.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,7.46266212415e-06,4.97512450132e-06,d,1.5,ns,437.0,0.999990000025,2.5e-11,5e-06,4.99997500028e-06,0.00239811,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,450.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00001611,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,453.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00000000,False,r
Kryukov2009European1800,R1,1.07760684361e-05,7.18407985867e-06,d,1.5,ns,458.0,0.999985560052,5.21284e-11,7.22e-06,7.21994787232e-06,0.00000000,False,r
Kryukov2009European1800,R1,2.32236438807e-05,1.54825882573e-05,d,1.5,ns,459.0,0.999968880242,2.421136e-10,1.556e-05,1.5559757894e-05,0.02386140,False,r
Kryukov2009European1800,R1,0.00010530856537,7.02089797472e-05,d,1.5,ns,470.0,0.999858884979,4.9787136e-09,7.056e-05,7.0555021989e-05,0.00000000,False,r
Kryukov2009European1800,R1,1.07760684361e-05,7.18407985867e-06,d,1.5,ns,477.0,0.999985560052,5.21284e-11,7.22e-06,7.21994787232e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,482.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00001103,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,483.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,489.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.03146480,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,492.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00007353,False,r
Kryukov2009European1800,R1,5.80595535427e-06,3.87064684071e-06,d,1.5,ns,495.0,0.999992220015,1.51321e-11,3.89e-06,3.88998486802e-06,0.04718970,False,r
Kryukov2009European1800,R1,1.74177772942e-05,1.16119409693e-05,d,1.5,ns,502.0,0.999976660136,1.361889e-10,1.167e-05,1.16698638143e-05,0.00004122,False,r
Kryukov2009European1800,R1,1.1611881119e-05,7.74129383047e-06,d,1.5,ns,504.0,0.999984440061,6.05284e-11,7.78e-06,7.77993947257e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.90744671777e-05,1.2716418715e-05,d,1.5,ns,506.0,0.999974440163,1.633284e-10,1.278e-05,1.27798366758e-05,0.00010362,False,r
Kryukov2009European1800,R1,1.24327679782e-05,8.28855755564e-06,d,1.5,ns,510.0,0.999983340069,6.93889e-11,8.33e-06,8.32993061224e-06,0.00693098,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,512.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00453493,False,r
Kryukov2009European1800,R1,5.80595535427e-06,3.87064684071e-06,d,1.5,ns,513.0,0.999992220015,1.51321e-11,3.89e-06,3.88998486802e-06,0.00158250,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,514.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,6.62684639724e-06,4.4179105449e-06,d,1.5,ns,515.0,0.99999112002,1.97136e-11,4.44e-06,4.43998028659e-06,0.00006974,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,528.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00006638,False,r
Kryukov2009European1800,R1,6.62684639724e-06,4.4179105449e-06,d,1.5,ns,534.0,0.99999112002,1.97136e-11,4.44e-06,4.43998028659e-06,0.00298888,False,r
Kryukov2009European1800,R1,0.000168315923606,0.000112218968123,d,1.5,ns,544.0,0.999774452719,1.27193284e-08,0.00011278,0.00011276728354,0.00008030,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,554.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00289936,False,r
Kryukov2009European1800,R1,1.823865997e-05,1.21592047157e-05,d,1.5,ns,556.0,0.999975560149,1.493284e-10,1.222e-05,1.22198506752e-05,0.00881992,False,r
Kryukov2009European1800,R1,8.87129637052e-05,5.91442960098e-05,d,1.5,ns,566.0,0.999881123533,3.5331136e-09,5.944e-05,5.94364673064e-05,0.00029065,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,567.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00000000,False,r
Kryukov2009European1800,R1,1.32685794456e-05,8.84577153354e-06,d,1.5,ns,577.0,0.999982220079,7.90321e-11,8.89e-06,8.88992096934e-06,0.06477370,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,594.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.03719630,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,602.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00007819,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,608.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00008486,False,r
Kryukov2009European1800,R1,3.15070269909e-05,2.10049773194e-05,d,1.5,ns,609.0,0.999957780446,4.456321e-10,2.111e-05,2.11095543868e-05,0.02475830,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,613.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00041851,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,623.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.04183270,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,624.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.06330900,False,r
Kryukov2009European1800,R1,1.32685794456e-05,8.84577153354e-06,d,1.5,ns,626.0,0.999982220079,7.90321e-11,8.89e-06,8.88992096934e-06,0.00000000,False,r
Kryukov2009European1800,R1,4.14924617514e-06,2.7661691922e-06,d,1.5,ns,628.0,0.999994440008,7.7284e-12,2.78e-06,2.77999227164e-06,0.02104500,False,r
Kryukov2009European1800,R1,4.97013841178e-06,3.31343289034e-06,d,1.5,ns,631.0,0.999993340011,1.10889e-11,3.33e-06,3.32998891114e-06,0.00014461,False,r
Kryukov2009European1800,R1,1.823865997e-05,1.21592047157e-05,d,1.5,ns,635.0,0.999975560149,1.493284e-10,1.222e-05,1.22198506752e-05,0.00054628,False,r
Kryukov2009European1800,R1,0.000442705017467,0.000295194463371,d,1.5,ns,638.0,0.999406748013,8.80130889e-08,0.00029667,0.00029658203911,0.00267609,False,r
Kryukov2009European1800,R1,1.40894651113e-05,9.39303526487e-06,d,1.5,ns,640.0,0.999981120089,8.91136e-11,9.44e-06,9.43991088811e-06,0.00000000,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,651.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,3.31342801735e-06,2.20895524827e-06,d,1.5,ns,652.0,0.999995560005,4.9284e-12,2.22e-06,2.21999507168e-06,0.00000000,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,662.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,664.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00006451,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,665.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00067925,False,r
Kryukov2009European1800,R1,1.49252753628e-05,9.95024924877e-06,d,1.5,ns,666.0,0.9999800001,1e-10,1e-05,9.99990000195e-06,0.00124335,False,r
Kryukov2009European1800,R1,7.62810281779e-05,5.08557342599e-05,d,1.5,ns,670.0,0.999897782612,2.6122321e-09,5.111e-05,5.11073880349e-05,0.00948434,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,684.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00053893,False,r
Kryukov2009European1800,R1,4.64318895778e-05,3.09552286478e-05,d,1.5,ns,695.0,0.999937780968,9.678321e-10,3.111e-05,3.11090322281e-05,0.00000000,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,698.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.00030190,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,699.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.01081760,False,r
Kryukov2009European1800,R1,2.49253458667e-06,1.66169155602e-06,d,1.5,ns,701.0,0.999996660003,2.7889e-12,1.67e-06,1.66999721107e-06,0.00000000,False,r
Kryukov2009European1800,R1,8.35820588962e-07,5.5721393194e-07,d,1.5,ns,708.0,0.99999888,3.136e-13,5.6e-07,5.5999968642e-07,0.00072308,False,r
Kryukov2009European1800,R1,3.3999492643e-05,2.26666692227e-05,d,1.5,ns,712.0,0.999954440519,5.189284e-10,2.278e-05,2.27794810953e-05,0.02585010,False,r
Kryukov2009European1800,R1,1.65671521329e-06,1.10447761803e-06,d,1.5,ns,716.0,0.999997780001,1.2321e-12,1.11e-06,1.10999876792e-06,0.01204260,False,r
